user_id,day,Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType,BMI,TargetBMI,BMR,TDEE,Calorie_Deficit,Calorie_Target,preferred_body_part,운동1,운동부위1,운동시간1,소모칼로리1,운동2,운동부위2,운동시간2,소모칼로리2,운동3,운동부위3,운동시간3,소모칼로리3,운동4,운동부위4,운동시간4,소모칼로리4,총 운동시간,하루소모칼로리,breakfast_food_name,breakfast_portion,breakfast_carb,breakfast_protein,breakfast_fat,breakfast_calories,lunch_food_name,lunch_portion,lunch_carb,lunch_protein,lunch_fat,lunch_calories,snack_food_name,snack_portion,snack_carb,snack_protein,snack_fat,snack_calories,dinner_food_name,dinner_portion,dinner_carb,dinner_protein,dinner_fat,dinner_calories,총 식사섭취 칼로리
472,5,20,1.705,68.9,23.7012065599711,Normal Weight,Male,49.8,3,382,1,저지방 고단백,23.7012065599711,17.13091562680059,1659.625,4978.875,500,4478.875,하체,바벨 런지,하체,30,195.0,티비알리스 레이즈,하체,30,162.0,케이블 루마니안 데드리프트,하체,30,198.0,글루트 킥 백 머신,하체,30,195.0,120,750.0,피자_아메리칸 미트볼 피자,184.02,102.06,49.54,31.85,896.2,피자_치즈크러스트 피자 (L),273.23,127.95,106.34,70.06,1568.35,피자_치즈바이트 피자 (L),122.43,69.26,36.48,27.73,672.15,크로플_초땅 반반크로스 크로플,284.81,184.58,23.72,65.93,1344.3,4481.0
472,6,20,1.705,68.9,23.7012065599711,Normal Weight,Male,49.8,3,382,1,저지방 고단백,23.7012065599711,17.13091562680059,1659.625,4978.875,500,4478.875,,부모님과 산책하기,스포츠,30,90.0,무동력 트레드밀,유산소,30,255.0,다이빙,스포츠,30,150.0,스텝퍼,유산소,30,240.0,120,735.0,크로플_생크림 애플잼 크로플,196.1,178.46,7.84,13.73,896.2,스무디_쿠키 프라페,1508.02,1568.35,23.07,68.62,1568.35,피자_고르곤졸라 피자 (L),189.34,103.66,42.05,42.56,672.15,머핀_휘낭시에 오레오,238.77,166.59,16.67,66.64,1344.3,4481.0
472,7,20,1.705,68.9,23.7012065599711,Normal Weight,Male,49.8,3,382,1,저지방 고단백,23.7012065599711,17.13091562680059,1659.625,4978.875,500,4478.875,,슬로우 버피,유산소,30,240.0,잭 스텝,유산소,30,210.0,마이마운틴,유산소,30,270.0,스피닝,스포츠,30,204.0,120,924.0,피자_치즈크러스트 피자 (L),156.13,73.12,60.77,40.03,896.2,피자_아메리칸 미트볼 피자,322.04,178.6,86.69,55.75,1568.35,츄러스_흑임자 링츄,162.35,101.52,11.3,23.57,672.15,스무디_쿠키 프라페,1292.59,1344.3,19.78,58.81,1344.3,4481.0
473,1,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,가슴,크리스 크로스 암 프레이어 푸쉬,가슴,30,162.0,얼터네이트 덤벨 벤치 프레스,가슴,30,171.0,체스트 프레스 머신,가슴,30,171.0,인클라인 클로즈 그립 덤벨 벤치 프레스,가슴,30,171.0,120,675.0,피자_치즈크러스트 피자 (L),92.05,43.11,35.82,23.6,528.34,머핀_휘낭시에 약과,161.64,116.53,11.28,41.35,924.6,피자_리치골드 피자 (L),105.67,39.27,21.66,14.81,396.26,피자_치즈바이트 피자 (L),144.36,81.66,43.02,32.7,792.52,2641.7200000000003
473,2,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,등,벤치 풀 업,등,30,150.0,원 암 랫 풀다운 머신,등,30,174.0,백 익스텐션 머신,등,30,126.0,메도우스 로우,등,30,186.0,120,636.0,허니브레드_갈릭 버터 브레드,144.75,76.91,15.08,18.09,528.34,피자_치즈크러스트 피자 (L),161.08,75.43,62.69,41.3,924.6,피자_골드핫치킨 피자 (L),106.81,43.37,22.26,14.82,396.26,유과,186.91,138.75,5.25,23.98,792.52,2641.7200000000003
473,3,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,가슴,원 암 가슴 스트레칭,가슴,30,105.0,밴드 체스트 플라이,가슴,30,159.0,벤치 프레스 머신,가슴,30,171.0,해머 스트렝스 MTS 체스트 프레스,가슴,30,171.0,120,606.0,허니브레드_갈릭 버터 브레드,144.75,76.91,15.08,18.09,528.34,비스킷/쿠키/크래커_약과 쿠키,204.56,160.5,9.45,25.18,924.6,피자_치즈 피자 오리지널 (M),126.6,55.21,29.36,20.1,396.26,피자_아메리칸 미트볼 피자,162.73,90.25,43.81,28.17,792.52,2641.7200000000003
473,4,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,등,해머 스트렝스 원 암 와이드 풀다운,등,30,189.0,플레이트 로디드 레터럴 로우,등,30,186.0,스미스 머신 바벨 로우,등,30,186.0,스탠딩 등 스트레칭,등,30,99.0,120,660.0,피자_치즈크러스트 피자 (L),92.05,43.11,35.82,23.6,528.34,크로플_생크림 애플잼 크로플,202.32,184.11,8.09,14.16,924.6,피자_골드핫치킨 피자 (L),106.81,43.37,22.26,14.82,396.26,피자_치즈바이트 피자 (L),144.36,81.66,43.02,32.7,792.52,2641.7200000000003
473,5,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,등,실 푸시업,등,30,168.0,루마니안 데드리프트,등,30,225.0,원 암 랫 풀다운 머신,등,30,174.0,퍼즈 데드리프트,등,30,210.0,120,777.0,소보로빵_소보로빵,148.41,80.44,13.8,16.77,528.34,비스킷/쿠키/크래커_현미누룽지칩,229.43,200.36,18.35,5.35,924.6,피자_치즈크러스트 피자 (L),69.03,32.33,26.87,17.7,396.26,머핀_휘낭시에 약과,138.55,99.88,9.67,35.44,792.52,2641.7200000000003
473,6,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,하체,폼롤러 퍼로니얼,하체,30,90.0,글루트 킥 백 머신,하체,30,195.0,플레이트 스태거드 데드리프트,하체,30,198.0,덤벨 레터럴 스텝업,하체,30,192.0,120,675.0,번_로띠번,143.18,76.86,13.56,18.08,528.34,머핀_휘낭시에 약과,161.64,116.53,11.28,41.35,924.6,피자_핫치킨 피자 (L),131.65,47.47,22.96,12.7,396.26,피자_아메리칸 미트볼 피자,162.73,90.25,43.81,28.17,792.52,2641.7200000000003
473,7,20,1.697,66.8,23.1959827891364,Normal Weight,Female,52.7,2,423,1,저지방 고단백,23.19598278913636,18.29982474532165,1467.625,2935.25,500,2435.25,가슴,스탠딩 얼터네이트 체스트 플라이,가슴,30,162.0,비하인드 암 가슴 스트레칭,가슴,30,105.0,벤치 프레스 머신,가슴,30,171.0,원 암 푸쉬업,가슴,30,174.0,120,612.0,피자_고르곤졸라 피자 (L),148.83,81.48,33.06,33.46,528.34,피자_치즈크러스트 피자 (L),161.08,75.43,62.69,41.3,924.6,잔멸치볶음,120.08,32.94,41.99,10.77,396.26,마늘빵,180.94,104.84,21.82,31.81,792.52,2641.7200000000003
474,1,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,가슴,로우 밴드 크로스오버,가슴,15,81.0,케틀벨 푸쉬업,가슴,15,84.0,밴드 체스트 플라이,가슴,15,79.5,코브라 푸쉬업,가슴,15,82.5,60,327.0,매작과,126.91,83.9,9.53,16.69,524.15,크로플_생크림 애플잼 크로플,200.71,182.65,8.03,14.05,917.26,피자_골드베이컨 피자 (L),104.0,46.79,17.84,14.98,393.11,피자_아메리칸 미트볼 피자,161.44,89.54,43.46,27.95,786.22,2620.74
474,2,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,,제르셔 스쿼트,하체,15,108.0,이지바 바이셉 컬,이두,15,84.0,리버스 그립 벤치프레스,가슴,15,85.5,클로즈 그립 친 업,등,15,85.5,60,363.0,피자_치즈크러스트 피자 (L),91.32,42.76,35.54,23.41,524.15,츄러스_오리지널 링츄,201.6,141.12,18.43,31.11,917.26,피자_치즈 피자 오리지널 (M),125.6,54.77,29.13,19.94,393.11,비스킷/쿠키/크래커_현미누룽지칩,195.09,170.37,15.61,4.55,786.22,2620.74
474,3,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,어깨,백핸드 레이즈,어깨,15,79.5,숄더 탭,어깨,15,81.0,플로어 인버티드 숄더프레스,어깨,15,87.0,덤벨 프론트 레이즈,어깨,15,79.5,60,327.0,소보로빵,132.36,79.71,11.94,17.54,524.15,츄러스_오리지널 링츄,201.6,141.12,18.43,31.11,917.26,베이글_베이글 크랜베리·호두,137.45,65.45,18.32,7.85,393.11,비스킷/쿠키/크래커_그릭요거트그래놀라바,183.27,130.91,10.46,23.57,786.22,2620.74
474,4,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,하체,덤벨 힙 쓰러스트,하체,15,97.5,힙 어브덕션,하체,15,84.0,카프 익스텐션 머신,하체,15,84.0,원 레그 스미스 머신 데드리프트,하체,15,102.0,60,367.5,번_딸기번,123.62,76.78,10.41,19.52,524.15,피자_치즈크러스트 피자 (L),159.8,74.84,62.19,40.97,917.26,피자_골드베이컨 피자 (L),104.0,46.79,17.84,14.98,393.11,비스킷/쿠키/크래커_약과 쿠키,173.94,136.48,8.04,21.41,786.23,2620.75
474,5,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,어깨,버티컬 플라이 머신,어깨,15,84.0,바이킹 프레스,어깨,15,84.0,플로어 인버티드 숄더프레스,어깨,15,87.0,스미스 머신 비하인드 넥 프레스,어깨,15,87.0,60,342.0,츄러스_흑임자 링츄,126.61,79.17,8.81,18.38,524.15,피자_아메리칸 미트볼 피자,188.35,104.46,50.7,32.6,917.26,피자_치즈바이트 피자 (L),71.61,40.51,21.34,16.22,393.11,피자_치즈크러스트 피자 (L),136.97,64.14,53.31,35.12,786.22,2620.74
474,6,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,하체,원 레그 바벨 힙쓰러스트,하체,15,105.0,라잉 고관절 스트레칭,하체,15,46.5,개구리 고관절 스트레칭,하체,15,51.0,원 레그 핵 스쿼트,하체,15,105.0,60,307.5,피자_치즈크러스트 피자 (L),91.32,42.76,35.54,23.41,524.15,피자_고르곤졸라 피자 (L),258.38,141.47,57.39,58.08,917.26,피자_아메리칸 미트볼 피자,80.72,44.77,21.73,13.97,393.11,츄러스_오리지널 링츄,172.8,120.96,15.79,26.66,786.22,2620.74
474,7,20,1.61,44.6,17.2061263068554,Underweight,Female,44.6,2,0,0,균형 식단,17.206126306855445,17.206126306855445,1191.25,2382.5,0,2382.5,등,언더 그립 시티드 케이블 로우,등,15,85.5,해머 스트렝스 MTS 원 암 프론트 풀다운,등,15,93.0,스위머 킥스,등,15,60.0,클로즈 그립 풀 업,등,15,87.0,60,325.5,깨찰빵_쫀득쫀득한찰깨빵 (2개입),140.52,89.43,5.12,17.89,524.15,비스킷/쿠키/크래커_현미누룽지칩,227.61,198.77,18.21,5.3,917.26,피자_골드핫치킨 피자 (L),105.96,43.03,22.08,14.71,393.11,피자_치즈크러스트 피자 (L),136.97,64.14,53.31,35.12,786.22,2620.74
475,1,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,가슴,케이블 체스트 프레스,가슴,15,84.0,암 크로스오버,가슴,15,81.0,체스트 프레스 머신,가슴,15,85.5,추천 가슴 운동,가슴,15,82.5,60,333.0,경단_깨,156.03,115.81,6.93,0.84,497.75,도넛_미니찹쌀 도넛 (5개입),221.08,159.18,11.36,20.21,871.06,베이글_어니언 베이글,128.29,74.64,12.83,2.33,373.31,약과,187.12,158.85,7.86,8.89,746.62,2488.74
475,2,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,하체,원 레그 바벨 힙쓰러스트,하체,15,105.0,스미스 머신 힙 쓰러스트,하체,15,100.5,케이블 루마니안 데드리프트,하체,15,99.0,브이 스쿼트 머신 런지,하체,15,97.5,60,402.0,경단_콩,158.52,117.35,5.56,0.73,497.75,도넛_미니찹쌀 도넛 (3개입),220.52,159.61,10.5,20.99,871.06,베이글_플레인 베이글,136.74,74.59,13.67,2.24,373.31,다식_송화,202.34,149.67,16.79,9.06,746.62,2488.74
475,3,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,어깨,숄더 투 숄더 프레스,어깨,15,82.5,원 암 케이블 리버스 플라이,어깨,15,81.0,숄더 프레스 머신,어깨,15,88.5,힙 허거,어깨,15,54.0,60,306.0,도넛_미니찹쌀 도넛 (4개입),126.65,91.37,6.33,11.77,497.75,크로플_생크림 애플잼 크로플,190.6,173.45,7.62,13.34,871.06,베이글_블루베리 베이글,128.29,74.64,11.66,3.5,373.31,젤리_트로피컬원더젤리,227.63,186.66,0.0,0.0,746.62,2488.74
475,4,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,,중량 싯 업,코어,15,84.0,사이드 레그 레이즈,코어,15,79.5,덤벨 행잉 니 레이즈,코어,15,85.5,박스 바벨 스쿼트,하체,15,102.0,60,351.0,도넛_미니찹쌀 도넛 (4개입),126.65,91.37,6.33,11.77,497.75,비스킷/쿠키/크래커_현미누룽지칩,216.14,188.76,17.29,5.04,871.06,베이글_어니언 베이글,128.29,74.64,12.83,2.33,373.31,스무디_쿠키 프라페,717.91,746.62,10.98,32.66,746.62,2488.74
475,5,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,,보수볼 스쿼트,하체,15,94.5,원 암 푸쉬업,가슴,15,87.0,밴드 힙 어브덕션,하체,15,81.0,잭해머 푸쉬다운,가슴,15,84.0,60,346.5,츄러스_쫀듸기,143.44,96.57,10.04,7.88,497.75,도넛_미니찹쌀 도넛 (4개입),221.64,159.89,11.08,20.59,871.06,피자_치즈바이트 피자 (L),68.0,38.47,20.26,15.4,373.31,도넛_미니찹쌀 도넛,186.66,133.33,10.66,17.06,746.62,2488.74
475,6,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,등,티 바 로우,등,15,94.5,벤트 니 라잉 플로어 로우,등,15,82.5,케틀벨 데드리프트,등,15,112.5,굿모닝,등,15,67.5,60,357.0,경단_깨,156.03,115.81,6.93,0.84,497.75,약과,218.31,185.32,9.17,10.37,871.06,베이글_플레인 베이글,134.77,74.73,12.25,2.45,373.31,스무디_쿠키 프라페,717.91,746.62,10.98,32.66,746.62,2488.74
475,7,20,1.57,41.1,16.6741044261431,Underweight,Female,41.9,2,24,0,벌크업,16.67410442614305,16.99866120329425,1131.25,2262.5,0,2262.5,하체,헥스 바 스쿼트,하체,15,103.5,원 레그 킥 (필라테스),하체,15,49.5,카프 레이즈,하체,15,75.0,퍼펙트 스쿼트 머신,하체,15,102.0,60,330.0,크로플_생크림 딸기잼 크로플,138.26,94.02,6.91,9.68,497.75,다식_송화,236.06,174.61,19.59,10.58,871.06,프레즐_오리지널 프레즐,139.3,72.63,15.48,3.57,373.31,도넛_미니찹쌀 도넛 (3개입),189.02,136.81,9.0,17.99,746.63,2488.75
476,1,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,가슴,케이블 체스트 프레스,가슴,30,168.0,다이아몬드 푸쉬업,가슴,30,171.0,인클라인 클로즈 그립 덤벨 벤치 프레스,가슴,30,171.0,리버스 그립 벤치프레스,가슴,30,171.0,120,681.0,크로플_생크림 애플잼 크로플,213.36,194.15,8.53,14.93,975.04,약과,427.65,363.03,17.96,20.31,1706.32,도넛_미니찹쌀 도넛 (5개입),185.6,133.63,9.54,16.96,731.28,비스킷/쿠키/크래커_현미누룽지칩,362.92,316.94,29.03,8.46,1462.56,4875.199999999999
476,2,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,가슴,리버스 그립 벤치프레스,가슴,30,171.0,정지 푸쉬업,가슴,30,165.0,추천 가슴 운동,가슴,30,165.0,얼터네이트 덤벨 벤치 프레스,가슴,30,171.0,120,672.0,약과,244.37,207.45,10.26,11.61,975.04,피자_치즈크러스트 피자 (L),297.27,139.21,115.7,76.22,1706.32,스무디_쿠키 프라페,703.15,731.28,10.76,31.99,731.28,비스킷/쿠키/크래커_약과 쿠키,323.58,253.88,14.95,39.83,1462.56,4875.199999999999
476,3,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,등,닐링 백 로테이션 스트레치,등,30,102.0,로우 로우 머신,등,30,177.0,Panatta 슈퍼 로잉,등,30,192.0,랫 풀다운,등,30,165.0,120,636.0,다식_송화,264.24,195.46,21.93,11.84,975.04,피자_치즈바이트 피자 (L),310.81,175.82,92.62,70.4,1706.32,스무디_쿠키 프라페,703.15,731.28,10.76,31.99,731.28,비스킷/쿠키/크래커_현미누룽지칩,362.92,316.94,29.03,8.46,1462.56,4875.199999999999
476,4,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,어깨,벤트오버 케이블 레터럴 레이즈,어깨,30,162.0,케틀벨 스트릭 프레스,어깨,30,171.0,플레이트 로드 숄더 프레스,어깨,30,165.0,시티드 케이블 프론트 프레스,어깨,30,165.0,120,663.0,비스킷/쿠키/크래커_약과 쿠키,215.72,169.25,9.97,26.55,975.04,스무디_쿠키 프라페,1640.69,1706.32,25.1,74.65,1706.32,도넛_미니찹쌀 도넛 (5개입),185.6,133.63,9.54,16.96,731.28,비스킷/쿠키/크래커_현미누룽지칩,362.92,316.94,29.03,8.46,1462.56,4875.199999999999
476,5,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,,클로즈 그립 친 업,등,30,171.0,글루트 킥 백 앤 크로스,하체,30,168.0,베큠,코어,30,162.0,케틀벨 스태거드 데드리프트,하체,30,204.0,120,705.0,다식_송화,264.24,195.46,21.93,11.84,975.04,피자_아메리칸 미트볼 피자,350.37,194.32,94.32,60.65,1706.32,크로플_생크림 애플잼 크로플,160.02,145.62,6.4,11.2,731.28,비스킷/쿠키/크래커_그릭요거트그래놀라바,340.92,243.52,19.47,43.84,1462.56,4875.199999999999
476,6,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,등,해머 스트렝스 원 암 하이 로우,등,30,186.0,짐볼 백 익스텐션,등,30,114.0,버티컬 로우 머신,등,30,180.0,원 암 랫 풀다운,등,30,168.0,120,648.0,스무디_쿠키 프라페,937.54,975.04,14.34,42.66,975.04,크로플_생크림 애플잼 크로플,373.37,339.77,14.93,26.14,1706.32,약과,183.28,155.58,7.7,8.71,731.28,피자_아메리칸 미트볼 피자,300.32,166.56,80.85,51.99,1462.56,4875.199999999999
476,7,20,1.56,39.4,16.190006574622,Underweight,Female,65.7,4,263,0,벌크업,16.190006574621957,26.997041420118343,1108.0,4432.0,0,4432.0,하체,덤벨 스쿼트 투 오버헤드 프레스,하체,30,207.0,슬레드 푸쉬,하체,30,207.0,바벨 제퍼슨 스쿼트,하체,30,207.0,덤벨 스티프 레그 데드리프트,하체,30,195.0,120,816.0,스무디_쿠키 프라페,937.54,975.04,14.34,42.66,975.04,비스킷/쿠키/크래커_현미누룽지칩,423.4,369.76,33.87,9.87,1706.32,도넛_미니찹쌀 도넛 (4개입),186.08,134.24,9.3,17.29,731.28,약과,366.56,311.17,15.4,17.41,1462.56,4875.199999999999
477,1,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,어깨,원 암 숄더 프레스 머신,어깨,30,165.0,덤벨 프론트 레터럴 레이즈,어깨,30,165.0,오버헤드 프레스,어깨,30,180.0,시티드 오버헤드 프레스,어깨,30,180.0,120,690.0,피자_핫치킨 피자 (L),76.78,27.69,13.39,7.41,231.11,피자_아메리칸 미트볼 피자,83.05,46.06,22.36,14.38,404.44,초밥_모듬,108.33,28.95,10.46,1.72,173.33,베이글_플레인 베이글,133.33,68.0,16.0,1.47,346.67,1155.55
477,2,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,가슴,TRX 체스트 프레스 투 롤 아웃,가슴,30,171.0,라잉 플로어 플라이,가슴,30,165.0,스탠딩 케이블 플라이,가슴,30,165.0,벤치 프레스 머신,가슴,30,171.0,120,672.0,피자_핫치킨 피자 (L),76.78,27.69,13.39,7.41,231.11,베이글_어니언 베이글,138.98,80.86,13.9,2.53,404.44,초밥_광어,114.79,29.67,10.35,1.5,173.33,베이글_바질 베이글,129.35,65.85,12.94,3.53,346.66,1155.54
477,3,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,등,바를 이용한 등 스트레칭,등,30,102.0,폼롤러 롬보이드,등,30,111.0,티 바 로우 머신,등,30,192.0,바벨 백 익스텐션,등,30,135.0,120,540.0,피자_고르곤졸라 피자,76.27,27.54,12.71,7.63,231.11,번_카페모카빵,122.19,72.97,9.05,9.05,404.44,돼지고기덮밥,105.05,27.49,8.32,2.86,173.33,베이글_어니언 베이글,123.81,64.38,13.62,3.71,346.66,1155.54
477,4,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,,레그 레이즈 힙 리프트,코어,30,165.0,픽스드 풀다운,등,30,168.0,덤벨 비하인드 넥 프레스,어깨,30,171.0,이지바 벤치 프레스,가슴,30,168.0,120,672.0,피자_베이컨체다치즈 피자 (L),58.36,20.31,9.95,6.82,231.11,피자_아메리칸 미트볼 피자,83.05,46.06,22.36,14.38,404.44,피자_불고기 피자 (L),68.78,17.95,10.17,4.45,173.33,효모빵_쫄깃담백 토종효모빵,130.33,63.82,12.59,4.5,346.66,1155.54
477,5,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,하체,스탠딩 사이드킥,하체,30,99.0,힙 브릿지,하체,30,174.0,고블릿 스쿼트,하체,30,189.0,폼롤러 캐브즈,하체,30,90.0,120,552.0,피자_치즈 피자 오리지널 (L),88.89,30.09,11.83,5.62,231.11,파이/만주_쌀콩만주,123.31,78.05,10.48,5.55,404.44,피자_불고기 피자 (L),68.78,17.95,10.17,4.45,173.33,베이글_바질 베이글,129.35,65.85,12.94,3.53,346.66,1155.54
477,6,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,,머슬 레일 보드,코어,30,171.0,클로즈 맥그립 랫 풀다운,등,30,177.0,레그 컬,하체,30,165.0,밴드 스텝업,하체,30,180.0,120,693.0,프레즐_불고기 프레즐,86.56,30.1,11.71,7.11,231.11,크로플_와플보다 맛있는 플레인 크로플 빵,147.07,88.24,10.29,1.18,404.44,초밥_광어,114.79,29.67,10.35,1.5,173.33,식빵,131.31,66.85,12.26,3.41,346.66,1155.54
477,7,20,1.54,34.9,14.7158036768426,Underweight,Female,62.2,1,1092,0,벌크업,14.715803676842638,26.22701973351324,1050.5,1050.5,0,1050.5,,덤벨 리스트 컬,전완근,30,135.0,사이드 니업,코어,30,156.0,플랭크,코어,30,156.0,펙덱 플라이,가슴,30,162.0,120,609.0,피자_치즈 피자 오리지널 (L),88.89,30.09,11.83,5.62,231.11,번_카페모카빵 (소),122.93,73.99,9.11,9.11,404.44,피자_하와이언 피자 (L),74.71,18.43,9.43,3.49,173.33,베이글_베이글 크랜베리·호두,121.21,57.72,16.16,6.92,346.66,1155.54
478,1,20,1.51,31.7,13.9028989956581,Underweight,Female,39.6,4,79,1,벌크업,13.902898995658084,17.367659313188017,999.75,3999.0,0,3999.0,등,플랭크 암 리프트,등,24,96.0,시티드 백 스퀴즈,등,24,79.19999999999999,해머 스트렝스 MTS 하이 로우,등,24,156.0,굿모닝,등,24,108.0,96,439.2,도넛_미니찹쌀 도넛 (4개입),223.86,161.49,11.19,20.8,879.78,스무디_쿠키 프라페,1480.4,1539.62,22.65,67.36,1539.62,젤리_트로피컬원더젤리,201.17,164.96,0.0,0.0,659.84,피자_치즈크러스트 피자 (L),229.91,107.67,89.48,58.95,1319.67,4398.91
478,2,20,1.51,31.7,13.9028989956581,Underweight,Female,39.6,4,79,1,벌크업,13.902898995658084,17.367659313188017,999.75,3999.0,0,3999.0,하체,점프 스쿼트,하체,24,151.2,레그 프레스,하체,24,163.2,숄더 브릿지 (필라테스),하체,24,79.19999999999999,덤벨 내로우 스쿼트,하체,24,151.2,96,544.8,산자,240.38,197.52,5.55,7.43,879.78,약과,385.87,327.56,16.21,18.33,1539.62,도넛_미니찹쌀 도넛 (3개입),167.05,120.91,7.95,15.9,659.84,스무디_쿠키 프라페,1268.91,1319.67,19.41,57.74,1319.67,4398.91
478,3,20,1.51,31.7,13.9028989956581,Underweight,Female,39.6,4,79,1,벌크업,13.902898995658084,17.367659313188017,999.75,3999.0,0,3999.0,가슴,덤벨 스벤드 프레스,가슴,24,134.39999999999998,코브라 푸쉬업,가슴,24,132.0,아처 푸쉬업,가슴,24,134.39999999999998,스탠딩 케이블 플라이,가슴,24,132.0,96,532.8,비스킷/쿠키/크래커_현미누룽지칩,218.31,190.65,17.46,5.09,879.78,비스킷/쿠키/크래커_그릭요거트그래놀라바,358.88,256.35,20.49,46.15,1539.62,다식_송화,178.82,132.27,14.84,8.01,659.84,비스킷/쿠키/크래커_약과 쿠키,291.96,229.07,13.49,35.94,1319.67,4398.91
478,4,20,1.51,31.7,13.9028989956581,Underweight,Female,39.6,4,79,1,벌크업,13.902898995658084,17.367659313188017,999.75,3999.0,0,3999.0,하체,카프 레이즈,하체,24,120.0,벨트 스쿼트,하체,24,160.8,힙 브릿지,하체,24,139.2,덤벨 스모 스쿼트,하체,24,148.8,96,568.8,크로플_생크림 애플잼 크로플,192.51,175.19,7.7,13.48,879.78,비스킷/쿠키/크래커_현미누룽지칩,382.04,333.63,30.56,8.9,1539.62,산자,180.28,148.14,4.16,5.57,659.84,매작과,319.53,211.24,24.0,42.02,1319.67,4398.91
