Age,Height,Weight,Bmi,BmiClass,Gender,TargetWeight,ActivityLevel,DaysToGoal,Achieved,GoalType
27,1.7976069395322412,73.25457083711247,22.669673039490576,Normal weight,Male,76.74168568613837,4,15,1,벌크업
38,1.857563360215038,64.41940013487178,18.66935887401612,Normal weight,Male,61.99305919354858,4,10,0,저지방 고단백
35,1.82439929214077,65.85841009048124,19.786612649152307,Normal weight,Male,56.36506820677778,3,49,1,저지방 고단백
20,1.8095423048946333,76.52447994799616,23.370225621137223,Normal weight,Male,70.76007442868917,4,59,1,저지방 고단백
27,1.631415458776649,73.8896309137925,27.76223018494084,Overweight,Male,72.87211671857173,1,31,0,균형 식단
28,1.770675951406827,66.39319294423157,21.17607064613354,Normal weight,Male,62.0192623783468,4,24,0,저지방 고단백
27,1.6521282430245936,76.90521431058971,28.17528227535448,Overweight,Male,72.90346091069068,3,16,1,균형 식단
35,1.6389076361889308,66.09405070134228,24.606702113224,Normal weight,Male,75.96728184277912,1,46,1,벌크업
35,1.769519318262292,69.90688417362027,22.325918189403435,Normal weight,Male,71.07883405144737,3,6,0,벌크업
35,1.5796365766966207,70.03117781728352,28.06577685612835,Overweight,Male,79.5036971278603,1,56,1,벌크업
34,1.5367605080549267,71.32541669234506,30.20173792763285,Obese Class 1,Male,64.8723839074326,2,35,1,저지방 고단백
29,1.649954279303345,60.75617019002998,22.31755275584005,Normal weight,Male,58.690509857490746,2,29,1,균형 식단
37,1.8552180639245872,64.33586097620773,18.6923192015038,Normal weight,Male,67.63895979729696,1,20,0,벌크업
36,1.7184226736123305,62.08844198990976,21.02571500362661,Normal weight,Male,58.73777808039772,4,16,0,균형 식단
38,1.5430144099630223,70.45254465504166,29.590800916502623,Overweight,Male,68.2768373209079,2,24,0,균형 식단
26,1.6609344619876028,68.19991683365144,24.72172964544168,Normal weight,Male,76.92395373983786,2,48,1,벌크업
39,1.839181196184896,67.3578251425449,19.91310666528052,Normal weight,Male,65.76539986775593,4,31,0,균형 식단
38,1.6754162164629018,76.275991293619,27.17330297757219,Overweight,Male,68.91152893891496,2,58,1,저지방 고단백
26,1.836824123881775,70.8006553678205,20.9846692595388,Normal weight,Male,68.40821882228346,4,3,0,저지방 고단백
32,1.7242798930163787,69.45605993067714,23.361171380403096,Normal weight,Male,68.45009898148919,3,10,1,저지방 고단백
24,1.5580185847489787,62.685114519540434,25.82374092051083,Overweight,Male,60.38054281526429,4,9,1,저지방 고단백
39,1.8006344749430332,78.98228193611705,24.36007131243048,Normal weight,Male,82.83260252942124,2,24,1,벌크업
20,1.863882900663331,76.81866591152892,22.11207569493582,Normal weight,Male,84.78596414883151,1,46,0,벌크업
26,1.814638934100277,62.32909764199275,18.92824680911276,Normal weight,Male,53.2928095928908,3,55,1,저지방 고단백
34,1.8739850541453875,61.19898273437195,17.426571700095778,Underweight,Male,65.36085403243851,2,23,0,벌크업
35,1.5762783427989189,71.23286948308643,28.669137144996004,Overweight,Male,76.45352598437674,3,44,1,벌크업
27,1.7524946454833408,63.577375147985535,20.70089842004477,Normal weight,Male,62.97053469600026,1,8,1,저지방 고단백
28,1.7645818356719245,75.35033235230779,24.199230903516668,Normal weight,Male,76.53967860837452,2,8,0,벌크업
27,1.78743611966942,71.00891805821513,22.22551515498112,Normal weight,Male,65.28855166335246,2,30,1,저지방 고단백
32,1.8801821485679304,70.18391836955564,19.853531137374564,Normal weight,Male,77.59255271809168,3,63,1,벌크업
32,1.7499500700600117,70.66068689396319,23.074194012201577,Normal weight,Male,74.19735661547001,1,23,1,벌크업
28,1.7852821871954676,72.49024204188942,22.74394551282176,Normal weight,Male,71.91945357507062,2,24,1,균형 식단
27,1.7608659432239793,74.61013594414395,24.06274914450335,Normal weight,Male,83.87850642716647,4,42,0,벌크업
39,1.5122594795379436,76.96952788668746,33.656286162662106,Obese Class 1,Male,69.86583971660426,2,44,0,저지방 고단백
25,1.6701400704525382,66.81434559960994,23.95322132987644,Normal weight,Male,63.29513963082096,3,21,1,균형 식단
26,1.864595637882705,60.41643245512686,17.377438059466254,Underweight,Male,63.741642789899394,2,17,0,벌크업
38,1.7423994165963617,78.98308443484353,26.01588808874134,Overweight,Male,70.75599040296922,1,62,1,저지방 고단백
35,1.7887827229974136,66.86565652694202,20.89719185564152,Normal weight,Male,69.92953660705858,3,32,1,균형 식단
26,1.5846951543866223,63.14974514257811,25.146650295099004,Overweight,Male,66.5522720448806,4,18,1,벌크업
36,1.8767142494288984,67.15998276632163,19.06840085295607,Normal weight,Male,63.42134900316079,2,18,0,균형 식단
31,1.7979560563396606,76.014082552847,23.51450886076316,Normal weight,Male,70.40259829425614,3,54,0,저지방 고단백
35,1.8128414845523733,61.98628679887241,18.861488342259666,Normal weight,Male,60.50911234708438,3,26,1,균형 식단
30,1.868759926689543,62.270604622960434,17.831014671657464,Underweight,Male,58.7754654105556,4,19,0,저지방 고단백
36,1.7278177243851736,63.87963562353392,21.397674689691605,Normal weight,Male,71.39293536478394,3,43,1,벌크업
35,1.6782613509725843,69.89381578965336,24.81530198188409,Normal weight,Male,69.53710849800453,1,12,1,균형 식단
39,1.6436225984278308,77.32325776462115,28.62239268320661,Overweight,Male,79.73396544052842,2,14,0,벌크업
21,1.7237012612976357,76.49211891713216,25.744987938559,Overweight,Male,78.75376338705466,2,6,0,벌크업
33,1.813223603320698,63.18166174054203,19.217120640396104,Normal weight,Male,61.66574219519938,4,14,1,저지방 고단백
20,1.8252269016939413,68.78212620854626,20.6462829277103,Normal weight,Male,72.08667484007073,1,17,0,벌크업
28,1.5286273289178705,62.1475028681168,26.596252274049142,Overweight,Male,59.78749682334719,3,9,1,저지방 고단백
32,1.6836315018118195,74.41101356410742,26.25083571292208,Overweight,Male,78.15250664516866,4,19,0,균형 식단
23,1.526906977021481,68.77884548835254,29.500523474638428,Overweight,Male,67.13033861779219,2,14,0,균형 식단
25,1.8385221740209248,69.23589992811792,20.483001518546605,Normal weight,Male,77.09974279896694,3,51,0,벌크업
30,1.878074164011976,62.01683321440608,17.582641021565706,Underweight,Male,54.89005194511002,1,46,0,저지방 고단백
24,1.7763159514723486,79.95104955441595,25.338665459269787,Overweight,Male,73.88834485467672,4,52,0,저지방 고단백
21,1.8310673868866416,78.71842206014999,23.478358240397444,Normal weight,Male,79.00996428555571,2,14,0,벌크업
29,1.6618689213403977,75.43417339629133,27.3133269518592,Overweight,Male,70.6960833834236,4,28,0,균형 식단
27,1.8345352845542235,74.0881513922908,22.013881293314185,Normal weight,Male,68.28350086432471,4,34,0,저지방 고단백
39,1.848046096703818,65.97789484526207,19.31847564510458,Normal weight,Male,56.077475817897366,1,59,1,저지방 고단백
36,1.7916995895122405,71.54190351545326,22.285896172516686,Normal weight,Male,74.27620806658545,2,14,1,균형 식단
21,1.6560387509941177,79.82603180126927,29.107409163877687,Overweight,Male,87.97364391134732,1,43,1,벌크업
29,1.72764333158117,76.31013790396622,25.56666388666589,Overweight,Male,83.16032399705466,1,47,0,벌크업
23,1.8784945310167789,74.17323737847806,21.0197412052457,Normal weight,Male,82.23230674339197,1,40,0,벌크업
37,1.7786494938856523,65.23820649645623,20.62154816348952,Normal weight,Male,58.34963103359196,1,51,0,저지방 고단백
30,1.8421086509605769,70.3245855181703,20.72414856617951,Normal weight,Male,67.76146974936147,3,19,1,균형 식단
34,1.618773492786459,78.4771753590339,29.948232392177584,Overweight,Male,75.86515070493303,3,10,0,저지방 고단백
31,1.5028943136302308,67.78658122197689,30.011440998382174,Obese Class 1,Male,76.05439098571733,2,52,0,벌크업
38,1.6904217388851388,61.12395187487778,21.390517268534484,Normal weight,Male,65.09092828666853,2,16,0,균형 식단
27,1.7034251407090906,71.78037319174264,24.73771641404464,Normal weight,Male,69.42958643150887,2,23,1,균형 식단
36,1.531000987131408,71.63521002272438,30.561565507027463,Obese Class 1,Male,67.45054518242193,2,22,1,저지방 고단백
22,1.8013849214866426,71.2022636370435,21.942229566972337,Normal weight,Male,78.47625229184659,3,40,1,벌크업
33,1.5124945248625197,76.39256464598562,33.39361747193908,Obese Class 1,Male,73.49261154582051,1,14,1,저지방 고단백
30,1.71884789938135,62.31109295726452,21.09067471469237,Normal weight,Male,61.46249581583771,1,6,1,저지방 고단백
23,1.6914295986149346,64.30465671004455,22.47680469139586,Normal weight,Male,62.31557733317612,3,8,0,저지방 고단백
28,1.7801782768339327,71.00383435605413,22.40550866050565,Normal weight,Male,72.9330949335761,4,15,0,균형 식단
29,1.514698574741714,68.45778177022908,29.838046683981474,Overweight,Male,67.59487795366864,3,13,0,저지방 고단백
31,1.6089967163483136,59.39086630050298,22.940841510805686,Normal weight,Female,68.974454193668,3,36,0,벌크업
23,1.405990262967952,42.04032754675929,21.2667666109742,Normal weight,Female,38.38346925067499,4,17,1,균형 식단
39,1.49945413819367,55.260306693725,24.57802132430241,Normal weight,Female,49.031589560358,1,34,1,저지방 고단백
31,1.6779699481878287,46.94866575790596,16.674579760704912,Underweight,Female,51.40401075979187,2,21,1,균형 식단
34,1.5581894967545642,58.7413046606249,24.193741881079166,Normal weight,Female,62.06472767075356,1,24,1,벌크업
27,1.5581501859719866,43.265407647978,17.820593686689666,Underweight,Female,47.063750545607725,2,19,0,벌크업
29,1.5704574266827998,43.2219490623193,17.524757288267615,Underweight,Female,47.39435493776475,3,22,0,균형 식단
32,1.4788183717323375,54.28874797338367,24.82447950154219,Normal weight,Female,44.58193055785308,1,48,1,저지방 고단백
29,1.6284870763711818,54.90608304316645,20.70388419697748,Normal weight,Female,45.307878080553216,4,62,1,저지방 고단백
35,1.5671896381210724,55.54213445922199,22.61410802349413,Normal weight,Female,51.30093327497059,1,21,0,균형 식단
37,1.5683866448294328,56.35928795631111,22.91180089183805,Normal weight,Female,53.820526657023336,1,15,0,균형 식단
31,1.4993000730405268,46.11980742517318,20.51683476949186,Normal weight,Female,48.32449427372894,4,8,0,벌크업
28,1.4625319005317263,41.76287468072909,19.524489607330683,Normal weight,Female,36.45126250384095,3,59,0,저지방 고단백
25,1.5700506582675533,44.03430241653435,17.863386302136302,Underweight,Female,45.95056558074717,2,7,0,벌크업
23,1.4405889752521512,49.59119544670394,23.8959556679344,Normal weight,Female,48.38802877099778,1,10,0,저지방 고단백
38,1.429262091366163,44.64091869564947,21.85291485967469,Normal weight,Female,52.326401969997285,4,36,0,벌크업
36,1.4616476921744168,56.44210344403936,26.419085475508204,Overweight,Female,54.413427143625285,1,23,1,균형 식단
39,1.406715349145172,53.89840024896902,27.23726038910955,Overweight,Female,53.35556890951074,1,10,0,저지방 고단백
36,1.4862825581840655,45.48909461981884,20.592284533934706,Normal weight,Female,45.4330858590414,3,25,1,균형 식단
21,1.5374092577218572,46.121641996787794,19.51307782155253,Normal weight,Female,45.95277453951515,1,12,1,저지방 고단백
32,1.6321407904322118,48.10257605869852,18.0573118077436,Underweight,Female,54.656021393741725,2,53,1,벌크업
38,1.486838630754721,61.44826523764263,27.79597766648933,Overweight,Female,65.81182434787537,1,21,0,벌크업
37,1.4336509576381151,62.04419648791474,30.186607386588715,Obese Class 1,Female,65.87364845822655,4,22,0,벌크업
24,1.4565678408492089,47.6528702994506,22.46092464008277,Normal weight,Female,42.770524606796094,4,29,0,균형 식단
37,1.6141481819499652,59.969263107845954,23.016639189737745,Normal weight,Female,60.0126707009192,3,17,0,균형 식단
22,1.403710268837192,59.305117283548,30.09797070219556,Obese Class 1,Female,60.2268560545018,1,26,0,균형 식단
37,1.4362644724576452,53.11465240649531,25.748119019735007,Overweight,Female,57.541109492875776,2,16,1,벌크업
21,1.6181821072317932,44.32038942860195,16.92578337646098,Underweight,Female,45.62660660083908,1,3,1,벌크업
30,1.4007845823287053,59.54726401191603,30.347233470606955,Obese Class 1,Female,56.94047660660513,2,9,0,저지방 고단백
37,1.6007706661050929,55.3748739575245,21.60998751994681,Normal weight,Female,58.04812915986432,3,27,1,균형 식단
24,1.4005318995593303,47.33464294195392,24.13198770023219,Normal weight,Female,53.89649508869678,3,51,1,벌크업
39,1.516981784411579,64.51679123013321,28.0357402511038,Overweight,Female,58.8134408792447,1,33,1,저지방 고단백
26,1.6005495646200605,58.760714100779566,22.93764409242531,Normal weight,Female,54.37232443299498,2,27,0,균형 식단
21,1.6909995697842182,60.30038548010838,21.087888383509608,Normal weight,Female,63.732198277937705,4,23,0,균형 식단
34,1.6598619879632903,55.5312682257102,20.1555026463732,Normal weight,Female,53.248642829387805,4,16,1,균형 식단
24,1.5178930061395772,51.98527267488379,22.56306042523719,Normal weight,Female,56.22833141054662,2,15,1,벌크업
30,1.5754884478135782,57.84004815103315,23.302268369517144,Normal weight,Female,59.71217933034092,1,4,1,벌크업
23,1.661834198105231,64.23328353946992,23.25866264606661,Normal weight,Female,64.1739677113281,4,17,1,균형 식단
31,1.501553404242267,63.89694310708158,28.33991319860966,Overweight,Female,60.84605836428312,3,21,0,저지방 고단백
26,1.4880828958310195,63.31927506452503,28.594445833527853,Overweight,Female,62.54938767714698,4,28,1,균형 식단
24,1.4073719996839378,48.05327798907675,24.26080494504321,Normal weight,Female,45.40838415483722,1,9,1,저지방 고단백
35,1.689067627247416,40.597603319475255,14.23004649724753,Underweight,Female,44.64879307561532,2,22,1,균형 식단
27,1.6035815486221503,42.07538356133824,16.362361474640057,Underweight,Female,43.84052197930508,4,18,0,균형 식단
35,1.6146075206315504,46.104152228514245,17.685042118702125,Underweight,Female,47.32450134396321,4,28,0,균형 식단
40,1.5958627806986174,48.962911277048114,19.22543346618513,Normal weight,Female,49.25081971897909,4,12,1,균형 식단
40,1.4409953872152843,54.10996263874933,26.0586584048622,Overweight,Female,51.84880502437803,2,14,1,저지방 고단백
38,1.5730106594572073,61.192629024370994,24.73066422748678,Normal weight,Female,58.27901637470466,1,6,0,저지방 고단백
38,1.6419055709581174,49.95171804000768,18.529089416508025,Normal weight,Female,48.36689551819459,1,31,0,균형 식단
31,1.555471430878255,59.54423420827865,24.61022795555811,Normal weight,Female,59.72641237587836,1,21,1,균형 식단
33,1.464181444657597,64.86109085583914,30.254811462060005,Obese Class 1,Female,63.23120878955337,4,22,0,균형 식단
35,1.698946331475126,60.64622737575972,21.010891002942422,Normal weight,Female,59.973203028150095,3,9,1,저지방 고단백
29,1.6032826398615638,41.19946393209357,16.027706647657666,Underweight,Female,39.03946877489253,2,16,0,균형 식단
40,1.4132218899811648,40.72980509436941,20.393493099585505,Normal weight,Female,41.37247982002267,4,14,0,벌크업
33,1.596284443095968,58.73166129188444,23.048980644399546,Normal weight,Female,52.8839125496544,1,47,0,저지방 고단백
37,1.440561842273957,51.70676843586136,24.916301774435112,Normal weight,Female,43.0375109415574,1,49,0,저지방 고단백
29,1.4474060868147474,45.26482371014008,21.60628219430168,Normal weight,Female,37.66956541150919,3,58,1,저지방 고단백
24,1.6106450771289464,51.97191931108573,20.0340639833994,Normal weight,Female,51.01455953080854,1,12,1,저지방 고단백
33,1.5700325491674176,58.21820147450607,23.617910501622774,Normal weight,Female,50.36591307317848,1,41,1,저지방 고단백
22,1.6566095327832897,63.13638288436417,23.00590833511624,Normal weight,Female,63.590006250882674,1,21,1,균형 식단
25,1.481564244363935,41.0151954836929,18.68546065945367,Normal weight,Female,51.0086547604584,3,37,1,벌크업
25,1.467490269749554,57.03312669086394,26.48358175647082,Overweight,Female,54.4044306441814,2,25,1,균형 식단
33,1.4326171495769775,50.97123096406021,24.835038099720112,Normal weight,Female,54.75462079785168,4,20,1,벌크업
37,1.4128265301334948,44.17693139744782,22.13185737126632,Normal weight,Female,41.79163529568056,2,8,1,저지방 고단백
33,1.640961938075964,47.096162807650025,17.48994761119502,Underweight,Female,44.596058278860845,4,10,0,저지방 고단백
22,1.640304646510355,59.89616674094603,22.26127316625442,Normal weight,Female,62.743712752297206,2,21,0,균형 식단
26,1.6566355713673966,55.124784843453504,20.085976153710103,Normal weight,Female,57.21478153503303,1,23,1,균형 식단
30,1.6665588114734746,54.23372382274411,19.5266677574424,Normal weight,Female,46.16921382798305,3,48,0,저지방 고단백
36,1.699554192176583,44.14534530459086,15.283220677129965,Underweight,Female,35.21100280958084,1,44,1,저지방 고단백
25,1.4181403174656506,47.91822528755459,23.826613323361308,Normal weight,Female,41.53455287933404,1,33,0,저지방 고단백
24,1.664644600082067,44.55330163312223,16.078178298123962,Underweight,Female,39.88969110124079,4,20,1,균형 식단
28,1.4311562664053916,60.76108337673088,29.665481092343,Overweight,Female,58.86757244587083,4,5,0,저지방 고단백
29,1.6296956498407398,40.46772441089156,15.2368703152743,Underweight,Female,42.52635570440029,3,30,1,균형 식단
26,1.5129902582430728,44.11086589656151,19.26962750916831,Normal weight,Female,42.537344099965736,3,11,1,저지방 고단백
22,1.6483455355308632,48.06950243732906,17.691844537475355,Underweight,Female,47.44158598628229,3,6,0,저지방 고단백
34,1.6725172326943571,62.3493206416025,22.288996877656054,Normal weight,Female,71.00912985336424,1,62,0,벌크업
26,1.4545952782598908,50.511707189111554,23.873038588338865,Normal weight,Female,40.64725587884712,4,32,0,저지방 고단백
27,1.456988950878112,40.267666317493045,18.968978510509427,Normal weight,Female,36.676586130854815,2,22,0,저지방 고단백
31,1.581950372691498,48.7766475131403,19.490646152779423,Normal weight,Female,48.37089829796943,2,28,1,균형 식단
37,1.6018775268650065,51.23657686085712,19.96739868195265,Normal weight,Female,47.78919285813528,1,18,1,저지방 고단백
37,1.4602605161194546,57.04670887541702,26.752841051060063,Overweight,Female,60.86813041594464,4,22,1,벌크업
33,1.4346847678610544,61.4697604766313,29.864039136162745,Overweight,Female,58.407073091905104,4,31,0,균형 식단
29,1.4979253444453442,47.753979254937015,21.282822768412945,Normal weight,Female,47.40266714735156,4,24,1,균형 식단
34,1.413147710087752,55.0629813477356,27.57303702948264,Overweight,Female,53.03470243661389,2,5,0,저지방 고단백
29,1.6386322327595515,63.00295117974126,23.463776127525588,Normal weight,Female,58.37015187226172,2,12,1,균형 식단
20,1.628047481670554,60.89698334961213,22.9753240682771,Normal weight,Female,53.20534879167293,2,51,0,저지방 고단백
26,1.492377459841972,56.09661660560545,25.18716609232323,Overweight,Female,62.37297712138572,3,36,1,벌크업
22,1.685776422073499,46.29356861872133,16.289985950347354,Underweight,Female,43.77858171203927,1,8,1,저지방 고단백
37,1.5088413772339222,41.81662173851173,18.36799589816215,Underweight,Female,44.79806294022864,1,8,1,벌크업
36,1.5810879447557291,45.81966511581958,18.329045783981808,Underweight,Female,41.116517441150734,4,24,1,저지방 고단백
20,1.694025324869776,52.69984252080553,18.36409456029134,Underweight,Female,49.2706469146952,3,15,0,균형 식단
25,1.4287402325707752,47.247744976629214,23.1459247408438,Normal weight,Female,42.29988834913551,2,21,1,균형 식단
34,1.568201865174981,45.25817702427314,18.40319062591736,Underweight,Female,39.61382805246067,1,30,1,저지방 고단백
40,1.4058999412102604,50.30166615636581,25.449165441174767,Overweight,Female,57.33943132743326,3,53,0,벌크업
20,1.59758322378961,52.71323562080019,20.65345401257036,Normal weight,Female,43.931774737789816,1,34,1,저지방 고단백
34,1.6279820384973789,54.87700056444269,20.70575866948051,Normal weight,Female,63.24673901223509,3,62,0,벌크업
28,1.4925409203480149,48.77327905051988,21.89421914505808,Normal weight,Female,52.99735865185829,4,24,0,벌크업
32,1.434339865962192,63.55026976568898,30.889669365560465,Obese Class 1,Female,56.75561115741487,2,30,1,저지방 고단백
22,1.4043216759159265,64.02701776128853,32.46609650166969,Obese Class 1,Female,63.90252538564102,3,24,1,균형 식단
28,1.6858333396741951,59.83625493749344,21.05402465365991,Normal weight,Female,62.52634979082743,2,16,1,균형 식단
37,1.436956867771071,53.89973698490127,26.10352638821885,Overweight,Female,57.46268387346994,2,20,0,벌크업
33,1.506635127631016,54.6448875494936,24.0731742132404,Normal weight,Female,56.74924517751139,2,12,1,벌크업
26,1.570336423574738,49.42454903183538,20.04274988972569,Normal weight,Female,45.467181299571685,2,18,0,저지방 고단백
35,1.515296000151697,42.31846214715,18.430406892807632,Underweight,Female,47.61165954021656,1,58,1,벌크업
23,1.4971613660413834,59.1420177273912,26.38511028020056,Overweight,Female,67.08142340359706,3,59,0,벌크업
23,1.6698201534708834,50.5618777605971,18.133590230330885,Underweight,Female,57.8360473240312,4,37,0,벌크업
36,1.5317492200027325,47.03467479101224,20.04669624572226,Normal weight,Female,40.17197832523124,1,52,1,저지방 고단백
32,1.5328728713375273,46.09008250775347,19.615311495772644,Normal weight,Female,54.508545427775054,4,45,0,벌크업
34,1.4953790301996697,42.19589672959802,18.869815259985103,Normal weight,Female,42.577674109971966,2,26,0,균형 식단
32,1.6301052288172468,57.65816940452204,21.69849282407817,Normal weight,Female,61.150824350283656,4,24,0,균형 식단
22,1.539636587803053,41.82971094562394,17.64608705059106,Underweight,Female,35.395517980462365,1,37,1,저지방 고단백
40,1.5661291704260742,64.33419483159817,26.22930073020228,Overweight,Female,65.33376265927299,3,15,0,균형 식단
31,1.4371019797133708,56.43608312319756,27.32635393859781,Overweight,Female,61.38773390975053,1,22,1,벌크업
28,1.5032408397677854,50.04528204759537,22.146546318841224,Normal weight,Female,43.2058691547355,3,63,0,저지방 고단백
21,1.4360584386336084,47.73995890168067,23.14929738615605,Normal weight,Female,51.67627143974644,1,15,1,벌크업
36,1.662848245664264,61.58671580637095,22.273158736752453,Normal weight,Female,70.68246123199353,2,41,0,벌크업
24,1.456934050530514,43.79431311987187,20.63183862343226,Normal weight,Female,48.82343536438116,4,36,1,벌크업
40,1.4901068619431563,44.98871289458348,20.261366812082453,Normal weight,Female,49.94320192877549,3,25,0,균형 식단
33,1.4347569304215213,59.50054221509843,28.904420114803607,Overweight,Female,64.84964873971376,3,53,1,벌크업
26,1.4016602567777283,48.79937734491293,24.838694269795177,Normal weight,Female,39.93607732809152,1,55,1,저지방 고단백
27,1.4412587064593974,64.13830948307185,30.876895021001943,Obese Class 1,Female,71.06173197074787,3,33,1,벌크업
31,1.6699783672533477,59.880859082553215,21.47169510377492,Normal weight,Female,60.26298379426046,1,11,0,벌크업
24,1.614596989439604,53.99147788775974,20.71080304637338,Normal weight,Female,54.60421312247408,4,11,1,벌크업
35,1.6221298123561745,49.269956275647374,18.72453169677614,Normal weight,Female,53.68616644496314,3,12,0,균형 식단
23,1.5652953411849304,46.05420049722138,18.796485847372487,Normal weight,Female,51.45409742553648,2,54,0,벌크업
27,1.598333584550221,60.17671881187232,23.55557194543365,Normal weight,Female,55.92582659962511,3,21,1,저지방 고단백
28,1.5141115964406513,42.07276976421737,18.35208163261036,Underweight,Female,51.12291532380125,3,64,1,벌크업
24,1.433586349116213,49.80158581124186,24.23234582250672,Normal weight,Female,57.67649263717495,4,58,1,벌크업
40,1.6638557889248229,59.80395125203174,21.60222646702114,Normal weight,Female,56.8601670139365,2,18,1,균형 식단
20,1.4419418150928192,58.28170219186063,28.030881474653537,Overweight,Female,51.34720832634218,3,58,1,저지방 고단백
21,1.699043547513535,63.99076668601781,22.167070019016943,Normal weight,Female,54.072359342138405,2,30,1,저지방 고단백
36,1.5089376678487725,50.22873891614772,22.06021163185145,Normal weight,Female,46.25698811183216,3,18,1,균형 식단
38,1.450925395299538,63.282173831535815,30.06015565363429,Obese Class 1,Female,55.95470749694104,4,40,1,저지방 고단백
32,1.6617379077143786,44.37487452057377,16.069859648233418,Underweight,Female,38.02583435602573,2,46,0,저지방 고단백
32,1.4538363988600922,49.35216293896968,23.349367217716708,Normal weight,Female,52.41448484874488,3,22,0,벌크업
31,1.643047258055926,58.83202374476835,21.79283234755604,Normal weight,Female,63.164255113601264,3,30,1,균형 식단
35,1.6372523413767854,62.824059727037024,23.436608048585136,Normal weight,Female,65.73883384925804,1,11,0,벌크업
24,1.6547956376549382,64.72169836843435,23.635302792225488,Normal weight,Female,62.26470282743973,1,12,1,균형 식단
26,1.4926741417591445,56.7740530722442,25.48120023300524,Overweight,Female,58.06804239583258,4,9,1,벌크업
30,1.536233496401863,43.302999024066864,18.348624563396328,Underweight,Female,47.86103933484272,4,23,0,균형 식단
36,1.6141376545221906,52.905320437314586,20.3057114997706,Normal weight,Female,53.01115865796784,4,5,1,벌크업
34,1.525738063374605,58.95587478517167,25.32603052155791,Overweight,Female,62.588347506394456,3,17,0,균형 식단
26,1.4754969489438174,60.54243538013365,27.80886445703375,Overweight,Female,59.176385843210575,2,3,1,저지방 고단백
24,1.575610042757585,60.23426171012714,24.263090102303227,Normal weight,Female,51.206211557072535,3,44,0,저지방 고단백
38,1.5621327072273687,49.233353143233074,20.1754655200568,Normal weight,Female,47.06408780455105,4,30,1,균형 식단
33,1.5143822010455052,60.976971493506994,26.58856246998535,Overweight,Female,57.25643522816959,2,14,0,균형 식단
23,1.6351596038740106,58.35238134606358,21.82419760383881,Normal weight,Female,59.93546514634421,2,17,0,균형 식단
34,1.448969424801386,47.16301558858434,22.46379479500055,Normal weight,Female,53.863739851675135,2,49,1,벌크업
33,1.450697818010981,62.08992172608716,29.50306911669093,Overweight,Female,56.38914246418809,3,52,0,저지방 고단백
29,1.632398837285258,61.143468960360174,22.945499757603788,Normal weight,Female,56.55333494077964,1,16,0,저지방 고단백
27,1.473241756039852,47.70995308581092,21.98168349774157,Normal weight,Female,51.92727574650964,1,32,0,균형 식단
28,1.6885456992510983,75.66605463253076,26.538443749765538,Overweight,Male,84.2631968019202,1,56,1,벌크업
20,1.656714215027743,72.08446779306843,26.26313095136653,Overweight,Male,72.48745214399324,3,32,0,균형 식단
30,1.764493354598708,63.8890186659197,20.520416119665686,Normal weight,Male,71.96441419942964,2,51,1,벌크업
25,1.684122734689143,84.8292891399249,29.90875604894812,Overweight,Male,76.62486516819342,1,54,0,저지방 고단백
23,1.8897070129470213,88.03306961525576,24.65226888006213,Normal weight,Male,85.58437709987476,2,16,1,균형 식단
26,1.584198624851861,72.0085092389446,28.692246684161603,Overweight,Male,78.19989373046435,4,53,1,벌크업
36,1.7712243140179336,87.90384994198737,28.01952482199604,Overweight,Male,87.39308012351941,4,13,0,저지방 고단백
29,1.6293635053519913,82.36066536239534,31.02300601458958,Obese Class 1,Male,80.24183968268474,1,27,1,균형 식단
39,1.6943187713403118,83.06071319944647,28.933795728113463,Overweight,Male,74.09280637447299,1,40,1,저지방 고단백
21,1.6248197506548576,88.79876299310885,33.63539535668916,Obese Class 1,Male,90.10991371482169,2,27,0,균형 식단
25,1.806641239052956,61.02067567156021,18.69533163413874,Normal weight,Male,67.64845351506945,3,42,0,벌크업
36,1.8146367889036048,81.94425931729783,24.885084027263552,Normal weight,Male,87.54011437160746,4,57,1,벌크업
40,1.6546990538489472,67.82993645673979,24.773272115520147,Normal weight,Male,68.41340066446571,4,16,1,균형 식단
25,1.561888214159171,82.82998841090284,33.95374674732101,Obese Class 1,Male,77.983627650505,2,20,0,균형 식단
30,1.861877902042889,86.62175862209764,24.98760325299597,Normal weight,Male,80.67399295912269,1,56,1,저지방 고단백
38,1.611098385357121,73.95009351136942,28.490141269076123,Overweight,Male,71.14245091287493,2,20,1,균형 식단
26,1.7942287907439285,81.93644953923467,25.451975633469303,Overweight,Male,78.76787503453721,3,17,0,저지방 고단백
39,1.5146396296194162,70.29914880734853,30.6430108652992,Obese Class 1,Male,66.36077446466223,1,25,0,균형 식단
39,1.8557629899008,60.57641905753488,17.589705906953352,Underweight,Male,52.36268490792191,3,56,0,저지방 고단백
26,1.8306757798709623,89.93002701212436,26.833779841803253,Overweight,Male,98.39176586322915,3,51,1,벌크업
27,1.7783989236361668,65.29794301575551,20.646247389466875,Normal weight,Male,68.34742398128307,4,22,0,벌크업
30,1.658791902160404,85.45319048989484,31.0559249898769,Obese Class 1,Male,87.78589869490104,4,12,1,벌크업
31,1.507398881952999,70.54138423418944,31.0447094744708,Obese Class 1,Male,67.48657962222373,4,22,0,균형 식단
